ticket_id,agent_id,agent_name,team_id,ticket_opened_at,ticket_closed_at,handle_time_seconds,closure_reason_code,closure_reason_group,channel,issue_category,resolution_status,transfer_count,is_escalation,survey_sent_flag,survey_sent_at,survey_completed_flag,survey_completed_at,csat_score,verbatim_comment,survey_trigger_method,day_of_week,hour_of_day,month_year,handle_time_bucket
TKT0000217,AGT022,Agent_022,TEAM3,2026-02-11T14:42:00,2026-02-11T14:49:51,471,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Billing,resolved,0,False,1,2026-02-12T14:49:51,1,2026-02-13T15:49:51,4.6,"Excellent service, very professional.",closure_code,Wednesday,14,2026-02,7-15min
TKT0000218,AGT014,Agent_014,TEAM3,2026-01-28T19:32:00,2026-01-28T19:38:47,407,SOLVED_SILENT,Resolved - No Follow-Up,chat,Navigation,resolved,0,False,0,,0,,,,,Wednesday,19,2026-01,3-7min
TKT0000219,AGT010,Agent_010,TEAM3,2026-05-26T16:31:00,2026-05-26T16:37:50,410,DUPLICATE,Administrative,phone,Navigation,resolved,0,False,0,,0,,,,,Tuesday,16,2026-05,3-7min
TKT0000220,AGT008,Agent_008,TEAM1,2026-05-06T07:00:00,2026-05-06T07:09:31,571,ESCALATED_T2,Escalated,phone,Connectivity,resolved,0,False,0,,0,,,,,Wednesday,7,2026-05,7-15min
TKT0000221,AGT025,Agent_025,TEAM2,2026-01-03T07:31:00,2026-01-03T08:01:21,1821,CLOSED_AUTO,Resolved - No Follow-Up,phone,Connectivity,resolved,0,False,0,,0,,,,,Saturday,8,2026-01,15+min
TKT0000222,AGT013,Agent_013,TEAM2,2026-06-02T10:32:00,2026-06-02T10:35:55,235,TRANSFERRED_DEPT,Transferred,app,Diagnostics,transferred,2,False,1,2026-06-02T12:35:55,0,,,,closure_code,Tuesday,10,2026-06,3-7min
TKT0000223,AGT026,Agent_026,TEAM3,2025-12-14T13:01:00,2025-12-14T13:32:08,1868,DUPLICATE,Administrative,phone,Emergency Services,resolved,0,False,0,,0,,,,,Sunday,13,2025-12,15+min
TKT0000224,AGT019,Agent_019,TEAM4,2026-04-29T13:45:00,2026-04-29T13:48:49,229,ESCALATED_T2,Escalated,phone,Navigation,resolved,0,False,1,2026-05-03T13:48:49,0,,,,closure_code,Wednesday,13,2026-04,3-7min
TKT0000225,AGT013,Agent_013,TEAM2,2026-02-25T09:51:00,2026-02-25T09:52:31,91,RES_CONF,Resolved - Customer Confirmed,chat,Diagnostics,unresolved,0,False,1,2026-02-25T11:52:31,1,2026-02-26T07:52:31,2.6,,closure_code,Wednesday,9,2026-02,0-3min
TKT0000226,AGT030,Agent_030,TEAM3,2025-12-31T10:27:00,2025-12-31T10:31:39,279,DUPLICATE,Administrative,app,Navigation,resolved,0,False,0,,0,,,,,Wednesday,10,2025-12,3-7min
TKT0000227,AGT013,Agent_013,TEAM2,2026-02-28T10:21:00,2026-02-28T10:29:32,512,SOLVED_SILENT,Resolved - No Follow-Up,phone,Remote Services,escalated,0,True,0,,0,,,,,Saturday,10,2026-02,7-15min
TKT0000228,AGT021,Agent_021,TEAM2,2026-04-18T15:12:00,2026-04-18T15:37:00,1500,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Emergency Services,transferred,1,False,0,,0,,,,,Saturday,15,2026-04,15+min
TKT0000229,AGT024,Agent_024,TEAM1,2026-01-10T10:06:00,2026-01-10T10:09:35,215,DUPLICATE,Administrative,phone,Emergency Services,transferred,2,False,0,,0,,,,,Saturday,10,2026-01,3-7min
TKT0000230,AGT007,Agent_007,TEAM4,2026-05-07T09:48:00,2026-05-07T09:57:29,569,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Connectivity,transferred,1,False,1,2026-05-07T11:57:29,1,2026-05-08T21:57:29,5.0,,closure_code,Thursday,9,2026-05,7-15min
TKT0000231,AGT025,Agent_025,TEAM2,2026-04-27T19:37:00,2026-04-27T19:39:40,160,DUPLICATE,Administrative,chat,Diagnostics,transferred,2,False,0,,0,,,,,Monday,19,2026-04,0-3min
TKT0000232,AGT030,Agent_030,TEAM3,2026-05-15T16:20:00,2026-05-15T16:44:13,1453,DUPLICATE,Administrative,phone,Connectivity,transferred,1,False,0,,0,,,,,Friday,16,2026-05,15+min
TKT0000233,AGT015,Agent_015,TEAM4,2026-04-03T14:40:00,2026-04-03T14:55:21,921,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Emergency Services,transferred,3,False,1,2026-04-04T14:55:21,0,,,,closure_code,Friday,14,2026-04,15+min
TKT0000234,AGT019,Agent_019,TEAM4,2026-03-04T15:04:00,2026-03-04T15:08:50,290,RES_CONF,Resolved - Customer Confirmed,chat,Navigation,resolved,0,False,1,2026-03-05T15:08:50,0,,,,closure_code,Wednesday,15,2026-03,3-7min
TKT0000235,AGT002,Agent_002,TEAM3,2026-02-15T08:41:00,2026-02-15T08:43:01,121,CLOSED_AUTO,Resolved - No Follow-Up,phone,Remote Services,transferred,2,False,0,,0,,,,,Sunday,8,2026-02,0-3min
TKT0000236,AGT020,Agent_020,TEAM1,2026-03-12T14:37:00,2026-03-12T14:54:20,1040,TRANSFERRED_DEPT,Transferred,app,Diagnostics,transferred,1,False,1,2026-03-12T16:54:20,0,,,,closure_code,Thursday,14,2026-03,15+min
TKT0000237,AGT029,Agent_029,TEAM2,2026-02-24T16:30:00,2026-02-24T16:36:12,372,SOLVED_SILENT,Resolved - No Follow-Up,phone,Billing,resolved,0,False,0,,0,,,,,Tuesday,16,2026-02,3-7min
TKT0000238,AGT004,Agent_004,TEAM1,2025-12-25T15:41:00,2025-12-25T15:56:59,959,CLOSED_AUTO,Resolved - No Follow-Up,phone,Diagnostics,resolved,0,False,0,,0,,,,,Thursday,15,2025-12,15+min
TKT0000239,AGT015,Agent_015,TEAM4,2026-04-17T15:39:00,2026-04-17T15:45:44,404,ESCALATED_SUP,Escalated,phone,Emergency Services,transferred,1,False,1,2026-04-18T15:45:44,0,,,,closure_code,Friday,15,2026-04,3-7min
TKT0000240,AGT012,Agent_012,TEAM1,2026-03-13T13:49:00,2026-03-13T13:55:56,416,SOLVED_SILENT,Resolved - No Follow-Up,phone,Diagnostics,transferred,2,False,0,,0,,,,,Friday,13,2026-03,3-7min
TKT0000241,AGT020,Agent_020,TEAM1,2026-05-14T17:21:00,2026-05-14T17:25:54,294,RES_CONF,Resolved - Customer Confirmed,phone,Remote Services,resolved,0,False,1,2026-05-16T17:25:54,0,,,,closure_code,Thursday,17,2026-05,3-7min
TKT0000242,AGT022,Agent_022,TEAM3,2026-02-14T11:46:00,2026-02-14T11:56:23,623,ESCALATED_T2,Escalated,app,Connectivity,escalated,0,True,0,,0,,,,,Saturday,11,2026-02,7-15min
TKT0000243,AGT011,Agent_011,TEAM4,2026-05-02T17:09:00,2026-05-02T17:16:18,438,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Diagnostics,unresolved,0,False,1,2026-05-03T17:16:18,0,,,,closure_code,Saturday,17,2026-05,7-15min
TKT0000244,AGT023,Agent_023,TEAM4,2026-03-14T09:38:00,2026-03-14T09:47:38,578,DUPLICATE,Administrative,phone,Emergency Services,resolved,0,False,0,,0,,,,,Saturday,9,2026-03,7-15min
TKT0000245,AGT018,Agent_018,TEAM3,2026-05-17T19:21:00,2026-05-17T19:23:17,137,ESCALATED_T2,Escalated,app,Navigation,escalated,0,True,0,,0,,,,,Sunday,19,2026-05,0-3min
TKT0000246,AGT021,Agent_021,TEAM2,2026-03-22T15:23:00,2026-03-22T15:39:26,986,DUPLICATE,Administrative,phone,Connectivity,resolved,0,False,0,,0,,,,,Sunday,15,2026-03,15+min
TKT0000247,AGT007,Agent_007,TEAM4,2026-04-07T10:14:00,2026-04-07T10:33:54,1194,CLOSED_AUTO,Resolved - No Follow-Up,phone,Navigation,abandoned,0,False,0,,0,,,,,Tuesday,10,2026-04,15+min
TKT0000248,AGT010,Agent_010,TEAM3,2026-04-12T19:34:00,2026-04-12T19:41:17,437,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Navigation,transferred,1,False,1,2026-04-13T19:41:17,1,2026-04-13T22:41:17,3.3,,closure_code,Sunday,19,2026-04,7-15min
TKT0000249,AGT022,Agent_022,TEAM3,2026-05-11T09:38:00,2026-05-11T10:06:27,1707,CLOSED_AUTO,Resolved - No Follow-Up,chat,Connectivity,transferred,1,False,0,,0,,,,,Monday,10,2026-05,15+min
TKT0000250,AGT006,Agent_006,TEAM3,2026-05-30T19:39:00,2026-05-30T20:01:58,1378,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Diagnostics,escalated,0,True,1,2026-05-30T22:01:58,0,,,,closure_code,Saturday,20,2026-05,15+min
TKT0000251,AGT015,Agent_015,TEAM4,2026-03-19T12:43:00,2026-03-19T12:53:33,633,RES_CONF,Resolved - Customer Confirmed,phone,Billing,transferred,1,False,1,2026-03-20T12:53:33,0,,,,closure_code,Thursday,12,2026-03,7-15min
TKT0000252,AGT020,Agent_020,TEAM1,2026-03-28T10:34:00,2026-03-28T10:51:31,1051,SOLVED_SILENT,Resolved - No Follow-Up,chat,Connectivity,resolved,0,False,0,,0,,,,,Saturday,10,2026-03,15+min
TKT0000253,AGT012,Agent_012,TEAM1,2026-04-29T14:29:00,2026-04-29T14:43:06,846,DUPLICATE,Administrative,chat,Remote Services,escalated,0,True,0,,0,,,,,Wednesday,14,2026-04,7-15min
TKT0000254,AGT017,Agent_017,TEAM2,2026-01-14T20:12:00,2026-01-14T20:13:57,117,ESCALATED_T2,Escalated,phone,Emergency Services,escalated,0,True,1,2026-01-14T22:13:57,0,,,,closure_code,Wednesday,20,2026-01,0-3min
TKT0000255,AGT002,Agent_002,TEAM3,2026-04-06T20:23:00,2026-04-06T20:28:34,334,DUPLICATE,Administrative,phone,Diagnostics,resolved,0,False,0,,0,,,,,Monday,20,2026-04,3-7min
TKT0000256,AGT028,Agent_028,TEAM1,2026-02-14T08:48:00,2026-02-14T08:59:06,666,RES_NO_FU,Resolved - No Follow-Up,phone,Emergency Services,transferred,1,False,0,,0,,,,,Saturday,8,2026-02,7-15min
TKT0000257,AGT015,Agent_015,TEAM4,2026-01-10T20:27:00,2026-01-10T20:48:01,1261,TRANSFERRED_DEPT,Transferred,phone,Connectivity,transferred,1,False,0,,0,,,,,Saturday,20,2026-01,15+min
TKT0000258,AGT027,Agent_027,TEAM4,2025-12-10T13:03:00,2025-12-10T13:05:33,153,CLOSED_AUTO,Resolved - No Follow-Up,chat,Remote Services,transferred,2,False,0,,0,,,,,Wednesday,13,2025-12,0-3min
TKT0000259,AGT012,Agent_012,TEAM1,2026-03-12T08:23:00,2026-03-12T08:25:02,122,RES_NO_FU,Resolved - No Follow-Up,phone,Navigation,resolved,0,False,0,,0,,,,,Thursday,8,2026-03,0-3min
TKT0000260,AGT027,Agent_027,TEAM4,2026-01-10T09:02:00,2026-01-10T09:08:28,388,CLOSED_AUTO,Resolved - No Follow-Up,phone,Billing,transferred,3,False,0,,0,,,,,Saturday,9,2026-01,3-7min
TKT0000261,AGT023,Agent_023,TEAM4,2026-06-02T14:28:00,2026-06-02T14:29:34,94,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Navigation,resolved,0,False,0,,0,,,,,Tuesday,14,2026-06,0-3min
TKT0000262,AGT009,Agent_009,TEAM2,2026-01-11T15:46:00,2026-01-11T15:52:19,379,RES_NO_FU,Resolved - No Follow-Up,chat,Navigation,resolved,0,False,0,,0,,,,,Sunday,15,2026-01,3-7min
TKT0000263,AGT025,Agent_025,TEAM2,2026-01-04T07:15:00,2026-01-04T07:23:41,521,CLOSED_AUTO,Resolved - No Follow-Up,app,Billing,resolved,0,False,0,,0,,,,,Sunday,7,2026-01,7-15min
TKT0000264,AGT003,Agent_003,TEAM4,2026-04-10T16:34:00,2026-04-10T16:37:28,208,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Remote Services,resolved,0,False,1,2026-04-10T18:37:28,1,2026-04-11T14:37:28,4.3,,closure_code,Friday,16,2026-04,3-7min
TKT0000265,AGT008,Agent_008,TEAM1,2026-02-16T13:00:00,2026-02-16T13:06:26,386,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Remote Services,resolved,0,False,0,,0,,,,,Monday,13,2026-02,3-7min
TKT0000266,AGT014,Agent_014,TEAM3,2026-05-23T17:05:00,2026-05-23T17:18:07,787,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Navigation,resolved,0,False,1,2026-05-24T17:18:07,0,,,,closure_code,Saturday,17,2026-05,7-15min
TKT0000267,AGT017,Agent_017,TEAM2,2026-04-12T19:32:00,2026-04-12T19:36:38,278,TRANSFERRED_DEPT,Transferred,chat,Billing,resolved,0,False,1,2026-04-12T21:36:38,0,,,,closure_code,Sunday,19,2026-04,3-7min
TKT0000268,AGT002,Agent_002,TEAM3,2026-03-13T12:16:00,2026-03-13T12:19:51,231,DUPLICATE,Administrative,phone,Navigation,resolved,0,False,0,,0,,,,,Friday,12,2026-03,3-7min
TKT0000269,AGT012,Agent_012,TEAM1,2026-05-21T17:06:00,2026-05-21T17:12:14,374,RES_NO_FU,Resolved - No Follow-Up,phone,Connectivity,escalated,0,True,0,,0,,,,,Thursday,17,2026-05,3-7min
TKT0000270,AGT002,Agent_002,TEAM3,2026-04-22T12:52:00,2026-04-22T12:55:15,195,CLOSED_AUTO,Resolved - No Follow-Up,chat,Diagnostics,resolved,0,False,0,,0,,,,,Wednesday,12,2026-04,3-7min
TKT0000271,AGT016,Agent_016,TEAM1,2026-01-19T19:08:00,2026-01-19T19:34:36,1596,DUPLICATE,Administrative,chat,Navigation,resolved,0,False,0,,0,,,,,Monday,19,2026-01,15+min
TKT0000272,AGT010,Agent_010,TEAM3,2025-12-15T19:12:00,2025-12-15T19:18:53,413,RES_NO_FU,Resolved - No Follow-Up,phone,Emergency Services,transferred,1,False,1,2025-12-16T19:18:53,0,,,,closure_code,Monday,19,2025-12,3-7min
TKT0000273,AGT030,Agent_030,TEAM3,2026-04-22T14:16:00,2026-04-22T14:20:07,247,DUPLICATE,Administrative,phone,Diagnostics,transferred,1,False,0,,0,,,,,Wednesday,14,2026-04,3-7min
TKT0000274,AGT007,Agent_007,TEAM4,2026-03-05T20:49:00,2026-03-05T20:56:48,468,SOLVED_SILENT,Resolved - No Follow-Up,phone,Diagnostics,transferred,2,False,0,,0,,,,,Thursday,20,2026-03,7-15min
TKT0000275,AGT011,Agent_011,TEAM4,2026-01-04T19:23:00,2026-01-04T19:29:12,372,SOLVED_SILENT,Resolved - No Follow-Up,chat,Billing,transferred,1,False,1,2026-01-08T19:29:12,0,,,,closure_code,Sunday,19,2026-01,3-7min
TKT0000276,AGT024,Agent_024,TEAM1,2026-03-12T12:11:00,2026-03-12T12:16:45,345,ESCALATED_SUP,Escalated,chat,Diagnostics,transferred,1,False,0,,0,,,,,Thursday,12,2026-03,3-7min
TKT0000277,AGT016,Agent_016,TEAM1,2026-04-15T11:51:00,2026-04-15T11:55:38,278,CLOSED_AUTO,Resolved - No Follow-Up,chat,Navigation,resolved,0,False,0,,0,,,,,Wednesday,11,2026-04,3-7min
TKT0000278,AGT014,Agent_014,TEAM3,2026-01-19T15:18:00,2026-01-19T15:22:29,269,TRANSFERRED_EXT,Transferred,phone,Emergency Services,resolved,0,False,0,,0,,,,,Monday,15,2026-01,3-7min
TKT0000279,AGT022,Agent_022,TEAM3,2026-02-20T14:38:00,2026-02-20T14:40:19,139,SOLVED_SILENT,Resolved - No Follow-Up,phone,Diagnostics,resolved,0,False,1,2026-02-22T14:40:19,1,2026-02-22T20:40:19,4.3,,closure_code,Friday,14,2026-02,0-3min
TKT0000280,AGT015,Agent_015,TEAM4,2026-03-28T07:46:00,2026-03-28T08:03:30,1050,CLOSED_AUTO,Resolved - No Follow-Up,phone,Remote Services,transferred,1,False,0,,0,,,,,Saturday,8,2026-03,15+min
TKT0000281,AGT014,Agent_014,TEAM3,2026-05-16T19:03:00,2026-05-16T19:13:04,604,SOLVED_SILENT,Resolved - No Follow-Up,chat,Emergency Services,resolved,0,False,1,2026-05-17T19:13:04,1,2026-05-18T13:13:04,5.0,"Excellent service, very professional.",closure_code,Saturday,19,2026-05,7-15min
TKT0000282,AGT017,Agent_017,TEAM2,2026-01-13T07:09:00,2026-01-13T07:17:21,501,DUPLICATE,Administrative,chat,Navigation,escalated,0,True,0,,0,,,,,Tuesday,7,2026-01,7-15min
TKT0000283,AGT005,Agent_005,TEAM2,2026-02-02T19:41:00,2026-02-02T19:47:08,368,RES_CUST_VERIFIED,Resolved - Customer Confirmed,chat,Remote Services,resolved,0,False,1,2026-02-04T19:47:08,0,,,,closure_code,Monday,19,2026-02,3-7min
TKT0000284,AGT002,Agent_002,TEAM3,2026-01-12T17:28:00,2026-01-12T17:31:26,206,TRANSFERRED_EXT,Transferred,phone,Billing,unresolved,0,False,1,2026-01-13T17:31:26,1,2026-01-14T21:31:26,2.0,,closure_code,Monday,17,2026-01,3-7min
TKT0000285,AGT025,Agent_025,TEAM2,2026-04-18T12:25:00,2026-04-18T12:28:57,237,SOLVED_SILENT,Resolved - No Follow-Up,phone,Connectivity,resolved,0,False,0,,0,,,,,Saturday,12,2026-04,3-7min
TKT0000286,AGT004,Agent_004,TEAM1,2026-01-20T14:33:00,2026-01-20T14:35:29,149,RES_CONF,Resolved - Customer Confirmed,app,Navigation,resolved,0,False,1,2026-01-20T16:35:29,1,2026-01-20T17:35:29,4.3,,closure_code,Tuesday,14,2026-01,0-3min
TKT0000287,AGT009,Agent_009,TEAM2,2026-06-02T14:13:00,2026-06-02T14:17:16,256,SOLVED_SILENT,Resolved - No Follow-Up,phone,Diagnostics,abandoned,0,False,0,,0,,,,,Tuesday,14,2026-06,3-7min
TKT0000288,AGT030,Agent_030,TEAM3,2026-01-04T09:54:00,2026-01-04T09:57:09,189,RES_NO_FU,Resolved - No Follow-Up,phone,Billing,transferred,1,False,0,,0,,,,,Sunday,9,2026-01,3-7min
TKT0000289,AGT006,Agent_006,TEAM3,2025-12-26T19:43:00,2025-12-26T20:04:54,1314,ESCALATED_SUP,Escalated,phone,Diagnostics,transferred,1,False,1,2025-12-26T22:04:54,0,,,,closure_code,Friday,20,2025-12,15+min
TKT0000290,AGT012,Agent_012,TEAM1,2026-04-23T15:18:00,2026-04-23T15:30:27,747,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Diagnostics,unresolved,0,False,1,2026-04-25T15:30:27,0,,,,closure_code,Thursday,15,2026-04,7-15min
TKT0000291,AGT023,Agent_023,TEAM4,2026-01-17T19:23:00,2026-01-17T19:30:05,425,DUPLICATE,Administrative,phone,Connectivity,resolved,0,False,0,,0,,,,,Saturday,19,2026-01,7-15min
TKT0000292,AGT026,Agent_026,TEAM3,2025-12-10T12:35:00,2025-12-10T12:38:40,220,DUPLICATE,Administrative,app,Emergency Services,transferred,1,False,0,,0,,,,,Wednesday,12,2025-12,3-7min
TKT0000293,AGT015,Agent_015,TEAM4,2026-01-06T16:56:00,2026-01-06T16:59:15,195,TRANSFERRED_DEPT,Transferred,phone,Billing,resolved,0,False,1,2026-01-06T18:59:15,1,2026-01-07T13:59:15,4.5,,closure_code,Tuesday,16,2026-01,3-7min
TKT0000294,AGT023,Agent_023,TEAM4,2026-04-17T13:49:00,2026-04-17T13:54:53,353,ESCALATED_SUP,Escalated,app,Navigation,resolved,0,False,1,2026-04-18T13:54:53,0,,,,closure_code,Friday,13,2026-04,3-7min
TKT0000295,AGT005,Agent_005,TEAM2,2026-05-17T08:28:00,2026-05-17T08:40:51,771,CLOSED_AUTO,Resolved - No Follow-Up,app,Emergency Services,resolved,0,False,0,,0,,,,,Sunday,8,2026-05,7-15min
TKT0000296,AGT005,Agent_005,TEAM2,2026-05-16T16:11:00,2026-05-16T16:36:35,1535,TRANSFERRED_DEPT,Transferred,phone,Billing,transferred,3,False,1,2026-05-20T16:36:35,0,,,,closure_code,Saturday,16,2026-05,15+min
TKT0000297,AGT017,Agent_017,TEAM2,2026-01-04T15:09:00,2026-01-04T15:11:31,151,RES_CONF,Resolved - Customer Confirmed,phone,Emergency Services,resolved,0,False,1,2026-01-04T17:11:31,0,,,,closure_code,Sunday,15,2026-01,0-3min
TKT0000298,AGT030,Agent_030,TEAM3,2026-04-15T21:18:00,2026-04-15T21:27:58,598,CLOSED_AUTO,Resolved - No Follow-Up,phone,Connectivity,escalated,0,True,0,,0,,,,,Wednesday,21,2026-04,7-15min
TKT0000299,AGT021,Agent_021,TEAM2,2026-02-12T09:40:00,2026-02-12T09:44:15,255,TRANSFERRED_DEPT,Transferred,app,Navigation,resolved,0,False,1,2026-02-12T11:44:15,0,,,,closure_code,Thursday,9,2026-02,3-7min
TKT0000300,AGT017,Agent_017,TEAM2,2026-01-16T16:37:00,2026-01-16T16:41:46,286,DUPLICATE,Administrative,app,Diagnostics,resolved,0,False,0,,0,,,,,Friday,16,2026-01,3-7min
TKT0000301,AGT029,Agent_029,TEAM2,2025-12-11T08:02:00,2025-12-11T08:08:57,417,RES_NO_FU,Resolved - No Follow-Up,app,Emergency Services,unresolved,0,False,1,2025-12-12T08:08:57,1,2025-12-14T06:08:57,2.2,,closure_code,Thursday,8,2025-12,3-7min
TKT0000302,AGT021,Agent_021,TEAM2,2026-04-29T13:39:00,2026-04-29T13:42:45,225,RES_NO_FU,Resolved - No Follow-Up,phone,Billing,transferred,3,False,1,2026-05-01T13:42:45,1,2026-05-03T00:42:45,3.1,,closure_code,Wednesday,13,2026-04,3-7min
TKT0000303,AGT029,Agent_029,TEAM2,2026-05-17T11:30:00,2026-05-17T11:35:41,341,CLOSED_AUTO,Resolved - No Follow-Up,phone,Diagnostics,transferred,2,False,0,,0,,,,,Sunday,11,2026-05,3-7min
TKT0000304,AGT013,Agent_013,TEAM2,2026-03-30T08:44:00,2026-03-30T08:47:33,213,SOLVED_SILENT,Resolved - No Follow-Up,phone,Connectivity,transferred,1,False,1,2026-03-30T10:47:33,0,,,,closure_code,Monday,8,2026-03,3-7min
TKT0000305,AGT015,Agent_015,TEAM4,2026-04-06T14:13:00,2026-04-06T14:17:29,269,ESCALATED_T2,Escalated,phone,Emergency Services,resolved,0,False,1,2026-04-06T16:17:29,1,2026-04-07T00:17:29,4.2,,closure_code,Monday,14,2026-04,3-7min
TKT0000306,AGT028,Agent_028,TEAM1,2026-03-16T09:48:00,2026-03-16T09:59:24,684,CLOSED_AUTO,Resolved - No Follow-Up,app,Navigation,resolved,0,False,0,,0,,,,,Monday,9,2026-03,7-15min
TKT0000307,AGT011,Agent_011,TEAM4,2026-04-02T08:17:00,2026-04-02T08:24:12,432,RES_NO_FU,Resolved - No Follow-Up,phone,Navigation,resolved,0,False,1,2026-04-03T08:24:12,0,,,,closure_code,Thursday,8,2026-04,7-15min
TKT0000308,AGT002,Agent_002,TEAM3,2026-03-12T20:39:00,2026-03-12T20:50:22,682,SOLVED_SILENT,Resolved - No Follow-Up,phone,Emergency Services,resolved,0,False,0,,0,,,,,Thursday,20,2026-03,7-15min
TKT0000309,AGT030,Agent_030,TEAM3,2026-01-21T19:10:00,2026-01-21T19:14:13,253,CLOSED_AUTO,Resolved - No Follow-Up,app,Billing,resolved,0,False,0,,0,,,,,Wednesday,19,2026-01,3-7min
TKT0000310,AGT016,Agent_016,TEAM1,2026-04-10T07:05:00,2026-04-10T07:15:01,601,SOLVED_SILENT,Resolved - No Follow-Up,app,Billing,unresolved,0,False,0,,0,,,,,Friday,7,2026-04,7-15min
TKT0000311,AGT008,Agent_008,TEAM1,2026-05-02T12:03:00,2026-05-02T12:05:09,129,RES_NO_FU,Resolved - No Follow-Up,chat,Remote Services,resolved,0,False,0,,0,,,,,Saturday,12,2026-05,0-3min
TKT0000312,AGT029,Agent_029,TEAM2,2026-04-03T11:34:00,2026-04-03T11:40:57,417,DUPLICATE,Administrative,phone,Billing,resolved,0,False,0,,0,,,,,Friday,11,2026-04,3-7min
TKT0000313,AGT005,Agent_005,TEAM2,2026-03-07T19:25:00,2026-03-07T19:35:30,630,SOLVED_SILENT,Resolved - No Follow-Up,chat,Navigation,resolved,0,False,1,2026-03-09T19:35:30,1,2026-03-11T18:35:30,4.9,,closure_code,Saturday,19,2026-03,7-15min
TKT0000314,AGT019,Agent_019,TEAM4,2026-01-22T12:35:00,2026-01-22T12:37:06,126,TRANSFERRED_DEPT,Transferred,chat,Remote Services,resolved,0,False,1,2026-01-24T12:37:06,0,,,,closure_code,Thursday,12,2026-01,0-3min
TKT0000315,AGT015,Agent_015,TEAM4,2026-02-13T20:39:00,2026-02-13T20:43:15,255,TRANSFERRED_DEPT,Transferred,phone,Connectivity,resolved,0,False,0,,0,,,,,Friday,20,2026-02,3-7min
TKT0000316,AGT004,Agent_004,TEAM1,2026-03-09T19:21:00,2026-03-09T19:27:57,417,ESCALATED_T2,Escalated,phone,Connectivity,resolved,0,False,0,,0,,,,,Monday,19,2026-03,3-7min
TKT0000317,AGT007,Agent_007,TEAM4,2026-04-13T13:32:00,2026-04-13T13:45:35,815,TRANSFERRED_EXT,Transferred,phone,Connectivity,resolved,0,False,0,,0,,,,,Monday,13,2026-04,7-15min
TKT0000318,AGT023,Agent_023,TEAM4,2026-04-04T15:29:00,2026-04-04T15:33:29,269,CLOSED_AUTO,Resolved - No Follow-Up,app,Connectivity,resolved,0,False,0,,0,,,,,Saturday,15,2026-04,3-7min
TKT0000319,AGT011,Agent_011,TEAM4,2026-02-23T09:25:00,2026-02-23T09:34:44,584,TRANSFERRED_EXT,Transferred,phone,Remote Services,abandoned,0,False,1,2026-02-24T09:34:44,1,2026-02-25T21:34:44,1.6,,closure_code,Monday,9,2026-02,7-15min
TKT0000320,AGT011,Agent_011,TEAM4,2026-04-13T15:31:00,2026-04-13T15:49:26,1106,TRANSFERRED_DEPT,Transferred,phone,Billing,resolved,0,False,1,2026-04-17T15:49:26,0,,,,closure_code,Monday,15,2026-04,15+min
TKT0000321,AGT027,Agent_027,TEAM4,2026-05-25T08:26:00,2026-05-25T08:36:04,604,CLOSED_AUTO,Resolved - No Follow-Up,app,Emergency Services,transferred,1,False,1,2026-05-26T08:36:04,0,,,,closure_code,Monday,8,2026-05,7-15min
TKT0000322,AGT026,Agent_026,TEAM3,2025-12-10T16:30:00,2025-12-10T16:35:49,349,DUPLICATE,Administrative,phone,Diagnostics,transferred,2,False,0,,0,,,,,Wednesday,16,2025-12,3-7min
TKT0000323,AGT026,Agent_026,TEAM3,2026-04-30T10:46:00,2026-04-30T10:54:43,523,TRANSFERRED_EXT,Transferred,phone,Remote Services,transferred,2,False,0,,0,,,,,Thursday,10,2026-04,7-15min
TKT0000324,AGT016,Agent_016,TEAM1,2026-04-17T17:46:00,2026-04-17T17:50:24,264,SOLVED_FIRST,Resolved - Customer Confirmed,chat,Connectivity,resolved,0,False,1,2026-04-17T19:50:24,1,2026-04-19T18:50:24,4.2,,closure_code,Friday,17,2026-04,3-7min
TKT0000325,AGT027,Agent_027,TEAM4,2026-04-29T18:07:00,2026-04-29T18:14:08,428,RES_NO_FU,Resolved - No Follow-Up,chat,Emergency Services,resolved,0,False,0,,0,,,,,Wednesday,18,2026-04,7-15min
TKT0000326,AGT014,Agent_014,TEAM3,2026-03-19T18:13:00,2026-03-19T18:19:01,361,SOLVED_FIRST,Resolved - Customer Confirmed,chat,Remote Services,transferred,1,False,1,2026-03-20T18:19:01,0,,,,closure_code,Thursday,18,2026-03,3-7min
TKT0000327,AGT025,Agent_025,TEAM2,2025-12-19T18:08:00,2025-12-19T18:16:30,510,DUPLICATE,Administrative,app,Emergency Services,resolved,0,False,0,,0,,,,,Friday,18,2025-12,7-15min
